description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
11	1				100	16	361	2028		10	cont_dc	"r16,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
12	1				100	16	361	2028		10	cont_dd	"r24,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
13	1				100	16	361	2028		10	cont_de	"r06,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
14	1				100	16	361	2028		10	cont_df	"r31,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
15	1				100	16	361	2028		10	cont_dg	"r18,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
16	1				100	16	361	2028		10	cont_dh	"r20,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
17	1				100	16	361	2028		10	cont_di	"r28,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
18	1				100	16	361	2028		10	cont_dj	"r17,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
19	1				100	16	361	2028		10	cont_dk	"r23,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
20	1				100	16	361	2028		10	cont_dl	"r04,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
21	1				100	16	361	2028		10	cont_dn	"r27,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
22	1				100	16	361	2028		10	cont_do	"r09,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
23	1				100	16	361	2028		10	cont_dp	"r21,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
24	1				100	16	361	2028		10	cont_dq	"r08,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
25	1				100	16	361	2028		10	cont_dr	"r13,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
26	1				100	16	361	2028		10	cont_dt	"r12,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
27	1				100	16	361	2028		10	cont_du	"r29,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
28	1				100	16	361	2028		10	cont_dv	"r07,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
29	1				100	16	361	2028		10	cont_dw	"r10,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
30	1				100	16	361	2028		10	cont_dx	"r03,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
31	1				100	16	361	2028		10	cont_dy	"r22,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
32	1				100	16	361	2028		10	cont_dz	"r26,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
33	1				100	16	361	2028		10	cont_ea	"r33,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
34	1				100	16	361	2028		10	cont_cf	"gpb,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
35	1				100	16	361	2028		10	cont_cg	"gpg,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
36	1				100	16	361	2028		10	cont_ch	"gpr,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
37	1				100	16	361	2028		10	cont_ci	"gpv,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
38	1				100	16	361	2028		10	cont_cj	"gpw,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
39	1				100	16	361	2028		10	cont_ck	"gpy,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
40	1				100	16	361	2028		10	cont_ed	"skz,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
1	1				100	16	361	2027		11	cont_cs	"r11,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
2	1				100	16	361	2027		11	cont_ct	"r30,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
3	1				100	16	361	2027		11	cont_cu	"r32,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
4	1				100	16	361	2027		11	cont_cv	"r14,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
5	1				100	16	361	2027		11	cont_cw	"r02,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
6	1				100	16	361	2027		11	cont_cx	"r01,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
7	1				100	16	361	2027		11	cont_cy	"r05,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
8	1				100	16	361	2027		11	cont_cz	"r19,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
9	1				100	16	361	2027		11	cont_da	"r25,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
10	1				100	16	361	2027		11	cont_db	"r15,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
11	1				100	16	361	2027		11	cont_dc	"r16,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
12	1				100	16	361	2027		11	cont_dd	"r24,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
13	1				100	16	361	2027		11	cont_de	"r06,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
14	1				100	16	361	2027		11	cont_df	"r31,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
15	1				100	16	361	2027		11	cont_dg	"r18,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
16	1				100	16	361	2027		11	cont_dh	"r20,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
17	1				100	16	361	2027		11	cont_di	"r28,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
18	1				100	16	361	2027		11	cont_dj	"r17,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
19	1				100	16	361	2027		11	cont_dk	"r23,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
20	1				100	16	361	2027		11	cont_dl	"r04,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
21	1				100	16	361	2027		11	cont_dn	"r27,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
22	1				100	16	361	2027		11	cont_do	"r09,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
23	1				100	16	361	2027		11	cont_dp	"r21,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
24	1				100	16	361	2027		11	cont_dq	"r08,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
25	1				100	16	361	2027		11	cont_dr	"r13,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
26	1				100	16	361	2027		11	cont_dt	"r12,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
27	1				100	16	361	2027		11	cont_du	"r29,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
28	1				100	16	361	2027		11	cont_dv	"r07,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
29	1				100	16	361	2027		11	cont_dw	"r10,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
30	1				100	16	361	2027		11	cont_dx	"r03,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
31	1				100	16	361	2027		11	cont_dy	"r22,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
32	1				100	16	361	2027		11	cont_dz	"r26,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
33	1				100	16	361	2027		11	cont_ea	"r33,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
34	1				100	16	361	2027		11	cont_cf	"gpb,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
35	1				100	16	361	2027		11	cont_cg	"gpg,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
36	1				100	16	361	2027		11	cont_ch	"gpr,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
37	1				100	16	361	2027		11	cont_ci	"gpv,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
38	1				100	16	361	2027		11	cont_cj	"gpw,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
39	1				100	16	361	2027		11	cont_ck	"gpy,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
40	1				100	16	361	2027		11	cont_ed	"skz,qty=10"						useitem	99	0	0	Add_one			10	10																																																																															0
1	1				100	16	361	2026		12	cont_cs	"r11,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
2	1				100	16	361	2026		12	cont_ct	"r30,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
3	1				100	16	361	2026		12	cont_cu	"r32,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
4	1				100	16	361	2026		12	cont_cv	"r14,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
5	1				100	16	361	2026		12	cont_cw	"r02,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
6	1				100	16	361	2026		12	cont_cx	"r01,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
7	1				100	16	361	2026		12	cont_cy	"r05,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
8	1				100	16	361	2026		12	cont_cz	"r19,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
9	1				100	16	361	2026		12	cont_da	"r25,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
10	1				100	16	361	2026		12	cont_db	"r15,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
11	1				100	16	361	2026		12	cont_dc	"r16,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
12	1				100	16	361	2026		12	cont_dd	"r24,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
13	1				100	16	361	2026		12	cont_de	"r06,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
14	1				100	16	361	2026		12	cont_df	"r31,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
15	1				100	16	361	2026		12	cont_dg	"r18,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
16	1				100	16	361	2026		12	cont_dh	"r20,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
17	1				100	16	361	2026		12	cont_di	"r28,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
18	1				100	16	361	2026		12	cont_dj	"r17,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
19	1				100	16	361	2026		12	cont_dk	"r23,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
20	1				100	16	361	2026		12	cont_dl	"r04,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
21	1				100	16	361	2026		12	cont_dn	"r27,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
22	1				100	16	361	2026		12	cont_do	"r09,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
23	1				100	16	361	2026		12	cont_dp	"r21,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
24	1				100	16	361	2026		12	cont_dq	"r08,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
25	1				100	16	361	2026		12	cont_dr	"r13,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
26	1				100	16	361	2026		12	cont_dt	"r12,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
27	1				100	16	361	2026		12	cont_du	"r29,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
28	1				100	16	361	2026		12	cont_dv	"r07,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
29	1				100	16	361	2026		12	cont_dw	"r10,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
30	1				100	16	361	2026		12	cont_dx	"r03,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
31	1				100	16	361	2026		12	cont_dy	"r22,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
32	1				100	16	361	2026		12	cont_dz	"r26,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
33	1				100	16	361	2026		12	cont_ea	"r33,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
34	1				100	16	361	2026		12	cont_cf	"gpb,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
35	1				100	16	361	2026		12	cont_cg	"gpg,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
36	1				100	16	361	2026		12	cont_ch	"gpr,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
37	1				100	16	361	2026		12	cont_ci	"gpv,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
38	1				100	16	361	2026		12	cont_cj	"gpw,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
39	1				100	16	361	2026		12	cont_ck	"gpy,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
40	1				100	16	361	2026		12	cont_ed	"skz,qty=11"						useitem	99	0	0	Add_one			11	11																																																																															0
1	1				100					1	pk3							mephisto_sta	100	100	100	Add_one			1	1																																																																															0
2	1				100					1	pk2							mephisto_stb	100	100	100	Add_one			1	1																																																																															0
3	1				100					1	pk1							mephisto_stc	100	100	100	Add_one			1	1																																																																															0
4	1				100					1	bet							cont_beot	100	100	100	Add_one			1	1																																																																															0
5	1				100					1	mbr							cont_bra	100	100	100	Add_one			1	1																																																																															0
6	1				100					1	ceh							cont_ceoh	100	100	100	Add_one			1	1																																																																															0
7	1				100					1	bey							cont_eye	100	100	100	Add_one			1	1																																																																															0
8	1				100					1	dhn							cont_fang	100	100	100	Add_one			1	1																																																																															0
9	1				100					1	fed							cont_feod	100	100	100	Add_one			1	1																																																																															0
10	1				100					1	rvl							cont_rvl	100	100	100	Add_one			1	1																																																																															0
11	1				100					1	tes							cont_teos	100	100	100	Add_one			1	1																																																																															0
12	1				100					1	toa							cont_toa	100	100	100	Add_one			1	1																																																																															0
1	1				100	16	361	2036		2	mephisto_sta	pk3						useitem	99	0	0	Add_one			1	1																																																																															0
2	1				100	16	361	2036		2	mephisto_stb	pk2						useitem	99	0	0	Add_one			1	1																																																																															0
3	1				100	16	361	2036		2	mephisto_stc	pk1						useitem	99	0	0	Add_one			1	1																																																																															0
4	1				100	16	361	2036		2	cont_beot	bet						useitem	99	0	0	Add_one			1	1																																																																															0
5	1				100	16	361	2036		2	cont_bra	mbr						useitem	99	0	0	Add_one			1	1																																																																															0
6	1				100	16	361	2036		2	cont_ceoh	ceh						useitem	99	0	0	Add_one			1	1																																																																															0
7	1				100	16	361	2036		2	cont_eye	bey						useitem	99	0	0	Add_one			1	1																																																																															0
8	1				100	16	361	2036		2	cont_fang	dhn						useitem	99	0	0	Add_one			1	1																																																																															0
9	1				100	16	361	2036		2	cont_feod	fed						useitem	99	0	0	Add_one			1	1																																																																															0
10	1				100	16	361	2036		2	cont_rvl	rvl						useitem	99	0	0	Add_one			1	1																																																																															0
11	1				100	16	361	2036		2	cont_teos	tes						useitem	99	0	0	Add_one			1	1																																																																															0
12	1				100	16	361	2036		2	cont_toa	toa						useitem	99	0	0	Add_one			1	1																																																																															0
1	1				100	15	361	2		1	mephisto_sta							useitem	99	0	0	Add_one			-1	-1																					pk3																																																										0
2	1				100	15	361	2		1	mephisto_stb							useitem	99	0	0	Add_one			-1	-1																					pk2																																																										0
3	1				100	15	361	2		1	mephisto_stc							useitem	99	0	0	Add_one			-1	-1																					pk1																																																										0
4	1				100	15	361	2		1	cont_beot							useitem	99	0	0	Add_one			-1	-1																					bet																																																										0
5	1				100	15	361	2		1	cont_bra							useitem	99	0	0	Add_one			-1	-1																					mbr																																																										0
6	1				100	15	361	2		1	cont_ceoh							useitem	99	0	0	Add_one			-1	-1																					ceh																																																										0
7	1				100	15	361	2		1	cont_eye							useitem	99	0	0	Add_one			-1	-1																					bey																																																										0
8	1				100	15	361	2		1	cont_fang							useitem	99	0	0	Add_one			-1	-1																					dhn																																																										0
9	1				100	15	361	2		1	cont_feod							useitem	99	0	0	Add_one			-1	-1																					fed																																																										0
10	1				100	15	361	2		1	cont_rvl							useitem	99	0	0	Add_one			-1	-1																					rvl																																																										0
11	1				100	15	361	2		1	cont_teos							useitem	99	0	0	Add_one			-1	-1																					tes																																																										0
12	1				100	15	361	2		1	cont_toa							useitem	99	0	0	Add_one			-1	-1																					toa																																																										0
1	1				100	16	361	2035		3	mephisto_sta	"pk3,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
2	1				100	16	361	2035		3	mephisto_stb	"pk2,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
3	1				100	16	361	2035		3	mephisto_stc	"pk1,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
4	1				100	16	361	2035		3	cont_beot	"bet,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
5	1				100	16	361	2035		3	cont_bra	"mbr,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
6	1				100	16	361	2035		3	cont_ceoh	"ceh,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
7	1				100	16	361	2035		3	cont_eye	"bey,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
8	1				100	16	361	2035		3	cont_fang	"dhn,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
9	1				100	16	361	2035		3	cont_feod	"fed,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
10	1				100	16	361	2035		3	cont_rvl	"rvl,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
11	1				100	16	361	2035		3	cont_teos	"tes,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
12	1				100	16	361	2035		3	cont_toa	"toa,qty=2"						useitem	99	0	0	Add_one			2	2																																																																															0
1	1				100	16	361	2034		4	mephisto_sta	"pk3,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
2	1				100	16	361	2034		4	mephisto_stb	"pk2,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
3	1				100	16	361	2034		4	mephisto_stc	"pk1,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
4	1				100	16	361	2034		4	cont_beot	"bet,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
5	1				100	16	361	2034		4	cont_bra	"mbr,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
6	1				100	16	361	2034		4	cont_ceoh	"ceh,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
7	1				100	16	361	2034		4	cont_eye	"bey,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
8	1				100	16	361	2034		4	cont_fang	"dhn,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
9	1				100	16	361	2034		4	cont_feod	"fed,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
10	1				100	16	361	2034		4	cont_rvl	"rvl,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
11	1				100	16	361	2034		4	cont_teos	"tes,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
12	1				100	16	361	2034		4	cont_toa	"toa,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
1	1				100	16	361	2033		5	mephisto_sta	"pk3,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
2	1				100	16	361	2033		5	mephisto_stb	"pk2,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
3	1				100	16	361	2033		5	mephisto_stc	"pk1,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
4	1				100	16	361	2033		5	cont_beot	"bet,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
5	1				100	16	361	2033		5	cont_bra	"mbr,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
6	1				100	16	361	2033		5	cont_ceoh	"ceh,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
7	1				100	16	361	2033		5	cont_eye	"bey,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
8	1				100	16	361	2033		5	cont_fang	"dhn,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
9	1				100	16	361	2033		5	cont_feod	"fed,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
10	1				100	16	361	2033		5	cont_rvl	"rvl,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
11	1				100	16	361	2033		5	cont_teos	"tes,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
12	1				100	16	361	2033		5	cont_toa	"toa,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
1	1				100	16	361	2032		6	mephisto_sta	"pk3,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
2	1				100	16	361	2032		6	mephisto_stb	"pk2,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
3	1				100	16	361	2032		6	mephisto_stc	"pk1,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
4	1				100	16	361	2032		6	cont_beot	"bet,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
5	1				100	16	361	2032		6	cont_bra	"mbr,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
6	1				100	16	361	2032		6	cont_ceoh	"ceh,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
7	1				100	16	361	2032		6	cont_eye	"bey,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
8	1				100	16	361	2032		6	cont_fang	"dhn,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
9	1				100	16	361	2032		6	cont_feod	"fed,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
10	1				100	16	361	2032		6	cont_rvl	"rvl,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
11	1				100	16	361	2032		6	cont_teos	"tes,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
12	1				100	16	361	2032		6	cont_toa	"toa,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
1	1				100	16	361	2031		7	mephisto_sta	"pk3,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
2	1				100	16	361	2031		7	mephisto_stb	"pk2,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
3	1				100	16	361	2031		7	mephisto_stc	"pk1,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
4	1				100	16	361	2031		7	cont_beot	"bet,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
5	1				100	16	361	2031		7	cont_bra	"mbr,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
6	1				100	16	361	2031		7	cont_ceoh	"ceh,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
7	1				100	16	361	2031		7	cont_eye	"bey,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
8	1				100	16	361	2031		7	cont_fang	"dhn,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
9	1				100	16	361	2031		7	cont_feod	"fed,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
10	1				100	16	361	2031		7	cont_rvl	"rvl,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
11	1				100	16	361	2031		7	cont_teos	"tes,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
12	1				100	16	361	2031		7	cont_toa	"toa,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
1	1				100	16	361	2030		8	mephisto_sta	"pk3,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
2	1				100	16	361	2030		8	mephisto_stb	"pk2,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
3	1				100	16	361	2030		8	mephisto_stc	"pk1,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
4	1				100	16	361	2030		8	cont_beot	"bet,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
5	1				100	16	361	2030		8	cont_bra	"mbr,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
6	1				100	16	361	2030		8	cont_ceoh	"ceh,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
7	1				100	16	361	2030		8	cont_eye	"bey,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
8	1				100	16	361	2030		8	cont_fang	"dhn,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
9	1				100	16	361	2030		8	cont_feod	"fed,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
10	1				100	16	361	2030		8	cont_rvl	"rvl,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
11	1				100	16	361	2030		8	cont_teos	"tes,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
12	1				100	16	361	2030		8	cont_toa	"toa,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
1	1				100	16	361	2029		9	mephisto_sta	"pk3,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
2	1				100	16	361	2029		9	mephisto_stb	"pk2,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
3	1				100	16	361	2029		9	mephisto_stc	"pk1,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
4	1				100	16	361	2029		9	cont_beot	"bet,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
5	1				100	16	361	2029		9	cont_bra	"mbr,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
6	1				100	16	361	2029		9	cont_ceoh	"ceh,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
7	1				100	16	361	2029		9	cont_eye	"bey,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
8	1				100	16	361	2029		9	cont_fang	"dhn,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
9	1				100	16	361	2029		9	cont_feod	"fed,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
10	1				100	16	361	2029		9	cont_rvl	"rvl,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
11	1				100	16	361	2029		9	cont_teos	"tes,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
12	1				100	16	361	2029		9	cont_toa	"toa,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
1	1				100	16	361	2028		10	mephisto_sta	"pk3,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
2	1				100	16	361	2028		10	mephisto_stb	"pk2,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
3	1				100	16	361	2028		10	mephisto_stc	"pk1,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
4	1				100	16	361	2028		10	cont_beot	"bet,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
5	1				100	16	361	2028		10	cont_bra	"mbr,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
6	1				100	16	361	2028		10	cont_ceoh	"ceh,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
7	1				100	16	361	2028		10	cont_eye	"bey,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
8	1				100	16	361	2028		10	cont_fang	"dhn,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
9	1				100	16	361	2028		10	cont_feod	"fed,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
10	1				100	16	361	2028		10	cont_rvl	"rvl,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
11	1				100	16	361	2028		10	cont_teos	"tes,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
