description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Solar weapon	1				100					3	"7p7,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6sb,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6hb,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6lb,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6cb,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6s7,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6l7,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6sw,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6lw,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6lx,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6mx,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6hx,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"6rx,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"knif,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"tkni,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"jav,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"pil,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"ssp,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"glv,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"tsp,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"9ja,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"9pi,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"9s9,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"9gl,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"9ts,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"7ja,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"7pi,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"7s7,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"7gl,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"7ts,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
Messenger’s boots	1				100					4	"boot,mag,noe"	cr2	gpg	r16				"usetype,crf,suf=396"		50	50	move1			20	30	stamdrain			80	90																																																																										0
Messenger’s boots	1				100					4	"boot,mag,eth"	cr2	gpg	r16				"usetype,crf,suf=396,eth"		50	50	move1			20	30	stamdrain			80	90																																																																										0
Envenomed dagger	1				100					4	"knif,mag,noe"	cr2	gpg	r07				"usetype,crf,pre=461"		50	50	cast1			10	20	extra-pois			5	15	skilltab		7	1	1																																																																					0
Envenomed dagger	1				100					4	"knif,mag,eth"	cr2	gpg	r07				"usetype,crf,pre=461,eth"		50	50	cast1			10	20	extra-pois			5	15	skilltab		7	1	1																																																																					0
Glacier scepter	1				100					4	"scep,mag,noe"	cr2	gpb	r10				"usetype,crf,suf=169"		50	50	extra-cold			5	15																																																																															0
Glacier scepter	1				100					4	"scep,mag,eth"	cr2	gpb	r10				"usetype,crf,suf=169,eth"		50	50	extra-cold			5	15																																																																															0
Burning scepter	1				100					4	"scep,mag,noe"	cr2	gpr	r08				"usetype,crf,suf=169"		50	50	extra-fire			5	15																																																																															0
Burning scepter	1				100					4	"scep,mag,eth"	cr2	gpr	r08				"usetype,crf,suf=169,eth"		50	50	extra-fire			5	15																																																																															0
Shocking scepter	1				100					4	"scep,mag,noe"	cr2	gpy	r09				"usetype,crf,suf=169"		50	50	extra-ltng			5	15																																																																															0
Shocking scepter	1				100					4	"scep,mag,eth"	cr2	gpy	r09				"usetype,crf,suf=169,eth"		50	50	extra-ltng			5	15																																																																															0
Flaying blade	1				100					4	"dgr,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"dir,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"kri,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"bld,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"9dg,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"9di,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"9kr,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"9bl,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"7dg,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"7di,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"7kr,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"7bl,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"swor,mag,noe"	cr2	gpr	r20				"usetype,crf"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"dgr,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"dir,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"kri,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"bld,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"9dg,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"9di,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"9kr,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"9bl,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"7dg,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"7di,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"7kr,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"7bl,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Flaying blade	1				100					4	"swor,mag,eth"	cr2	gpr	r20				"usetype,crf,eth"		50	50	deadly			20	30	lifesteal			10	15																																																																										0
Smashing mace	1				100					4	"hamm,mag,noe"	cr2	skz	r17				"usetype,crf"		50	50	crush			20	30	str			20	30	reduce-ac			10	20																																																																					0
Smashing mace	1				100					4	"club,mag,noe"	cr2	skz	r17				"usetype,crf"		50	50	crush			20	30	str			20	30	reduce-ac			10	20																																																																					0
Smashing mace	1				100					4	"mace,mag,noe"	cr2	skz	r17				"usetype,crf"		50	50	crush			20	30	str			20	30	reduce-ac			10	20																																																																					0
Smashing mace	1				100					4	"hamm,mag,eth"	cr2	skz	r17				"usetype,crf,eth"		50	50	crush			20	30	str			20	30	reduce-ac			10	20																																																																					0
Smashing mace	1				100					4	"club,mag,eth"	cr2	skz	r17				"usetype,crf,eth"		50	50	crush			20	30	str			20	30	reduce-ac			10	20																																																																					0
Smashing mace	1				100					4	"mace,mag,eth"	cr2	skz	r17				"usetype,crf,eth"		50	50	crush			20	30	str			20	30	reduce-ac			10	20																																																																					0
Piercing point	1				100					4	"pole,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"pole,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"spr,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"tri,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"brn,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"spt,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"pik,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"9sr,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"9tr,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"9br,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"9st,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"9p9,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"7sr,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"7tr,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"7br,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"7st,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"7p7,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"spr,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"tri,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"brn,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"spt,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"pik,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"9sr,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"9tr,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"9br,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"9st,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"9p9,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"7sr,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"7tr,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"7br,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"7st,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Piercing point	1				100					4	"7p7,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16			ignore-ac			1	1																																																																										0
Butchering axe	1				100					4	"axe,mag,noe"	cr3	gpg	r24				"usetype,crf,pre=194,pre=265"		50	50	dmg%/lvl		8																																																																																	0
Butchering axe	1				100					4	"axe,mag,eth"	cr3	gpg	r24				"usetype,crf,pre=194,pre=265,eth"		50	50	dmg%/lvl		8																																																																																	0
Jeweler’s shield	1				100					3	"uit,mag,noe"	cr3	gpw					"usetype,mag,pre=422"		50	50																																																																																				0
Jeweler’s shield	1				100					3	"uts,mag,noe"	cr3	gpw					"usetype,mag,pre=422"		50	50																																																																																				0
Jeweler’s shield	1				100					3	"uow,mag,noe"	cr3	gpw					"usetype,mag,pre=422"		50	50																																																																																				0
Jeweler’s shield	1				100					3	"uit,mag,eth"	cr3	gpw					"usetype,mag,pre=422,eth"		50	50																																																																																				0
Jeweler’s shield	1				100					3	"uts,mag,eth"	cr3	gpw					"usetype,mag,pre=422,eth"		50	50																																																																																				0
Jeweler’s shield	1				100					3	"uow,mag,eth"	cr3	gpw					"usetype,mag,pre=422,eth"		50	50																																																																																				0
Jeweler’s armor	1				100					3	"tors,mag,eli,noe"	cr3	gpw					"usetype,mag,pre=422"		50	50																																																																																				0
Jeweler’s armor	1				100					3	"tors,mag,eli,eth"	cr3	gpw					"usetype,mag,pre=422,eth"		50	50																																																																																				0
Headpiece of tongue-twister	1				100					3	"circ,mag,noe"	cr3	jew					"usetype,mag,suf=175"		50	50																																																																																				0
Headpiece of tongue-twister	1				100					3	"circ,mag,eth"	cr3	jew					"usetype,mag,eth,suf=175"		50	50																																																																																				0
Headpiece of tongue-twister	1				100					3	"circ,mag,noe"	cr3	jwd					"usetype,mag,suf=175"		50	50																																																																																				0
Headpiece of tongue-twister	1				100					3	"circ,mag,eth"	cr3	jwd					"usetype,mag,eth,suf=175"		50	50																																																																																				0
Amulet of the Undead General	1				100					4	"amu,mag"	cr2	skz	r22				"usetype,rar,pre=464,suf=174,pre=331"		50	50	res-all			5	10	skilltab		8	1	1																																																																										0
Mechanic’s armor	1				100					3	"tors,mag,noe"	cr2	gpy					"usetype,rar,pre=420"		50	50	sock			2	2																																																																															0
Mechanic’s armor	1				100					3	"tors,mag,eth"	cr2	gpy					"usetype,rar,eth,pre=420"		50	50	sock			2	2																																																																															0
Mechanic’s helmet	1				100					3	"helm,mag,noe"	cr2	gpy					"usetype,rar,pre=420"		50	50	sock			2	2																																																																															0
Mechanic’s helmet	1				100					3	"helm,mag,eth"	cr2	gpy					"usetype,rar,eth,pre=420"		50	50	sock			2	2																																																																															0
Vizjerei orb	1				100					4	"orb,mag,noe"	cr2	jew	r13				"usetype,rar,pre=577,suf=175,pre=312"		50	50																																																																																				0
Vizjerei orb	1				100					4	"orb,mag,noe"	cr2	jwd	r13				"usetype,rar,pre=577,suf=175,pre=312"		50	50																																																																																				0
Vizjerei orb	1				100					4	"orb,mag,eth"	cr2	jew	r13				"usetype,rar,pre=577,suf=175,pre=312,eth"		50	50																																																																																				0
Vizjerei orb	1				100					4	"orb,mag,eth"	cr2	jwd	r13				"usetype,rar,pre=577,suf=175,pre=312,eth"		50	50																																																																																				0
Rathma’s wand	1				100					4	"wand,mag,noe"	cr1	jew	r11				"usetype,rar,pre=573,suf=175,pre=312"		50	50																																																																																				0
Rathma’s wand	1				100					4	"wand,mag,noe"	cr1	jwd	r11				"usetype,rar,pre=573,suf=175,pre=312"		50	50																																																																																				0
Rathma’s wand	1				100					4	"wand,mag,eth"	cr1	jew	r11				"usetype,rar,pre=573,suf=175,pre=312,eth"		50	50																																																																																				0
Rathma’s wand	1				100					4	"wand,mag,eth"	cr1	jwd	r11				"usetype,rar,pre=573,suf=175,pre=312,eth"		50	50																																																																																				0
Zakarumite scepter	1				100					4	"scep,mag,noe"	cr2	jew	r10				"usetype,rar,pre=567,suf=174,pre=312"		50	50																																																																																				0
Zakarumite scepter	1				100					4	"scep,mag,noe"	cr2	jwd	r10				"usetype,rar,pre=567,suf=174,pre=312"		50	50																																																																																				0
Zakarumite scepter	1				100					4	"scep,mag,eth"	cr2	jew	r10				"usetype,rar,pre=567,suf=174,pre=312,eth"		50	50																																																																																				0
Zakarumite scepter	1				100					4	"scep,mag,eth"	cr2	jwd	r10				"usetype,rar,pre=567,suf=174,pre=312,eth"		50	50																																																																																				0
Weapon of the Firstborn	1				100					3	"mele,mag,eth"	cr3	r33					"usetype,rar,suf=403,pre=265,pre=194,eth"		50	50																																																																																				0
Piercing point	1				100					4	"aspe,mag,noe"	cr2	gpw	r14				"usetype,crf"		50	50	dmg/lvl		16																																																																																	0
Piercing point	1				100					4	"aspe,mag,eth"	cr2	gpw	r14				"usetype,crf,eth"		50	50	dmg/lvl		16																																																																																	0
Solar weapon	1				100					3	"aspe,mag,noe"	cr2	gpy					"usetype,crf,"		50	50	allskills			2	2																																																																															0
Solar weapon	1				100					3	"aspe,mag,eth"	cr2	gpy					"usetype,crf,eth"		50	50	allskills			2	2																																																																															0
1 Um Rune + Scroll of Town Portal + 1 Socketed Item -> Remove all gems/runes/jewels in the item’s sockets	1				100					3	"any,sock,nru"	tsc	r22					"useitem,rem"																																																																																							0
Battle-hardened weapon	1				100					4	"weap,mag,eth"	cr1	gly	jew				"usetype,crf,pre=188,eth"		50	50	dmg%			110	110																																																																															0
Battle-hardened weapon	1				100					4	"weap,mag"	cr1	gly	jew				"usetype,crf,pre=188"		50	50	dmg%			110	110																																																																															0
Battle-hardened weapon	1				100					4	"weap,mag,eth"	cr1	gly	jwd				"usetype,crf,pre=188,eth"		50	50	dmg%			110	110																																																																															0
Battle-hardened weapon	1				100					4	"weap,mag"	cr1	gly	jwd				"usetype,crf,pre=188"		50	50	dmg%			110	110																																																																															0
Missile of the Ancients	1				100					4	"tkni,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"taxe,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"jav,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"pil,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"ssp,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"glv,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"tsp,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9ja,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9pi,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9s9,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9gl,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9ts,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7ja,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7pi,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7s7,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7gl,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7ts,mag,eth"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"tkni,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"taxe,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"jav,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"pil,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"ssp,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"glv,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"tsp,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9ja,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9pi,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9s9,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9gl,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9ts,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7ja,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
